2,11:00,19991.0,102.0,11799.83,2949.9999999999995,4199.999999999999,646.1700000000019,25.0,268.0,0.0,7276.999999999998,268.0,0.0,794.6215100000018,0.094,0.08102742434095345,0.012972575659046554,-1
2,12:00,19999.0,97.0,11917.8283,3084.9999999999995,4100.0,433.1717000000017,25.0,341.0,0.0,7307.0,341.0,0.0,621.3780451000015,0.094,0.0809817172058603,0.013018282794139704,-1
2,13:00,19865.0,93.0,12037.006582999998,3164.0,4000.0,432.9934170000015,25.0,113.0,0.0,7282.0,113.0,0.0,563.3140555510014,0.094,0.08024341938202871,0.01375658061797129,-1
2,14:00,19838.0,80.0,12157.376648829999,3166.999999999999,4000.0,203.62335117000202,25.0,205.0,0.0,7271.999999999999,205.0,0.0,377.9488861065118,0.094,0.07959345101745338,0.014406548982546619,-1
2,15:00,19843.0,58.0,12278.950415318299,3024.0,3999.9999999999995,219.04958468170116,40.0,223.0,0.0,7122.0,223.0,0.0,394.04577496757616,0.094,0.07885126090294221,0.015148739097057787,-1
2,16:00,20105.0,48.0,12401.739919471482,3064.999999999999,4100.0,190.2600805285192,90.0,210.0,0.0,7302.999999999999,210.0,0.0,368.0418527172529,0.094,0.07857636039781414,0.01542363960218586,-1
2,17:00,20758.0,21.0,12525.757318666198,3415.0,4300.0,90.24268133380247,90.0,316.0,0.0,7826.0,316.0,0.0,307.7331412444236,0.134,0.07881932137277357,0.055180678627226434,-1
2,18:00,21636.0,0.0,12651.01489185286,3677.9999999999995,4900.0,0.0,90.0,316.98510814714064,0.0,8668.0,316.98510814714064,0.0,230.32224725307947,0.134,0.07816835967598156,0.05583164032401845,-1
2,19:00,21883.0,0.0,12777.525040771388,3772.9999999999986,4999.999999999999,0.0,90.0,242.47495922861344,0.0,8862.999999999998,242.47495922861344,0.0,213.49268972561057,0.134,0.07797224769222832,0.05602775230777168,-1
2,20:00,21660.0,0.0,12905.300291179103,3693.0000000000005,4999.999999999999,0.0,61.699708820898195,0.0,0.0,8754.6997088209,0.0,0.0,149.01938485868672,0.134,0.07672262611522239,0.05727737388477762,-1
2,21:00,21369.0,0.0,13034.353294090894,3534.646705909104,4800.000000000002,0.0,0.0,0.0,0.0,8334.646705909106,0.0,0.0,143.35652694136374,0.065,0.07628078224924384,-0.011280782249243837,-1
2,22:00,20689.0,0.0,13164.696827031803,3024.303172968196,4500.000000000001,0.0,0.0,0.0,0.0,7524.303172968197,0.0,0.0,136.30412221077736,0.065,0.07510907758919873,-0.010109077589198726,-1
2,23:00,19429.0,0.0,13296.34379530212,2132.656204697879,4000.0000000000005,0.0,0.0,0.0,0.0,6132.65620469788,0.0,0.0,123.50259343288515,0.065,0.07287017619565403,-0.007870176195654027,-1
2,0:00,18603.0,0.0,13429.307233255142,1873.6927667448576,3300.0,0.0,0.0,0.0,0.0,5173.692766744858,0.0,0.0,118.13384936721401,0.065,0.07259549695416953,-0.007595496954169528,-1
2,1:00,18234.0,0.0,13563.600305587694,1370.399694412306,3300.0,0.0,0.0,0.0,0.0,4670.399694412306,0.0,0.0,112.39679786088614,0.065,0.07089437205971262,-0.005894372059712619,-1
2,2:00,18015.0,0.0,13699.23630864357,715.7636913564288,3600.0000000000005,0.0,0.0,0.0,0.0,4315.763691356429,0.0,0.0,105.900345839495,0.065,0.06838438190053665,-0.003384381900536651,-1
2,3:00,17911.0,0.0,13836.228671730007,174.77132826999264,3900.0000000000005,0.0,0.0,0.0,0.0,4074.7713282699933,0.0,0.0,100.88939929788992,0.065,0.06623907857392382,-0.0012390785739238158,-1
2,4:00,17743.0,0.0,13974.590958447307,0.0,3900.000000000001,0.0,0.0,0.0,0.0,3900.000000000001,0.0,131.59095844730726,99.44754575068386,0.065,0.06540414907271964,-0.0004041490727196423,-1
2,5:00,17867.0,0.0,14114.33686803178,52.66313196821943,3700.0000000000005,0.0,0.0,0.0,0.0,3752.66313196822,0.0,0.0,100.17064192377752,0.065,0.06591364546806594,-0.0009136454680659378,-1
2,6:00,18361.0,0.0,14255.480236712097,0.0,4200.0,0.0,0.0,0.0,0.0,4200.0,0.0,94.48023671209741,102.33288142027257,0.065,0.06536030032780947,-0.00036030032780946797,-1
2,7:00,19197.0,0.0,14398.03503907922,298.96496092078087,4500.0,0.0,0.0,0.0,0.0,4798.964960920781,0.0,0.0,108.27475472644548,0.134,0.06643375123508105,0.06756624876491896,-1
2,8:00,20593.0,0.0,14542.01538947001,450.00000000000045,5600.0,0.0,0.9846105299884582,0.0,0.0,6050.9846105299885,0.0,0.0,115.55919974755939,0.134,0.06643209005309518,0.06756790994690483,-1
2,9:00,20897.0,0.0,14687.43554336471,419.0,5300.0,0.0,195.0,295.5644566352894,0.0,5914.0,295.5644566352894,0.0,202.33724307209292,0.134,0.06840254247071093,0.06559745752928908,-1
2,10:00,20531.0,0.0,14834.309898798358,367.0,5000.0,0.0,120.0,209.6901012016424,0.0,5487.0,209.6901012016424,0.0,174.8369055028139,0.134,0.06779087668942335,0.06620912331057666,-1
2,11:00,20245.0,0.0,14982.652997786341,262.34700221365824,5000.000000000001,0.0,0.0,0.0,0.0,5262.347002213659,0.0,0.0,113.30642901549561,0.094,0.06612558928841135,0.02787441071158865,-1
