0,18:00,19902.00,0,10787,502,4890,3385,135,203,0.00,5527.00,250.00,47,45.92,0.134,0.02552,0.108,-1,,,,,,,,
0,19:00,20040.00,0,10785,546,4803,3369,133,404,0.00,5482.00,500.00,96,41.23,0.134,0.02551,0.108,-1,,,,,,,,
0,20:00,19215.00,0,10781,580,4476,3381,132,-135,0.00,4093.00,130.00,265,36.91,0.134,0.02472,0.109,-1,,,,,,,,
1,21:00,18227.00,0,-9999999,623,4548,5000,26,2371.00,-1,-2,-2,-3,-3,0,0.7121,1.2136,1005,0.092,18437.00,17378.00,16281.00,15987.00,15228.00,14756.00,-1
1,22:00,17228.00,0,-9999999,573,4181,5010,26,2360.00,-2,-2,-3,-3,-3,0,0.6428,1.0914,1325,0.092,17378.00,16281.00,15987.00,15228.00,14756.00,14521.00,-1
1,23:00,16155.00,0,-9999999,559,4096,5015,26,2178.00,-2,-3,-3,-3,-4,0,0.5748,1.0723,836,0.092,16281.00,15987.00,15228.00,14756.00,14521.00,14500.00,-1
1,0:00,15970.00,0,-9999999,553,4038,5015,27,2261.00,-3,-3,-3,-4,-4,0,0.6727,1.0465,514,0.092,15987.00,15228.00,14756.00,14521.00,14500.00,14996.00,-1
1,1:00,15130.00,0,-9999999,712,3740,5010,12,2319.00,-3,-3,-4,-4,-3,0,0.8363,0.9442,686,0.092,15228.00,14756.00,14521.00,14500.00,14996.00,15948.00,-1
1,2:00,14654.00,0,-9999999,795,3473,5000,13,1987.00,-3,-4,-4,-3,-3,0,0.9755,0.9448,791,0.092,14756.00,14521.00,14500.00,14996.00,15948.00,17321.00,-1
1,3:00,14425.00,0,-9999999,689,3791,5030,12,1878.00,-4,-4,-3,-3,-3,0,0.8299,1.003,1192,0.092,14521.00,14500.00,14996.00,15948.00,17321.00,18050.00,-1
1,4:00,14320.00,0,-9999999,561,3738,5025,12,1814.00,-4,-3,-3,-3,-2,0,0.7153,1.002,1131,0.092,14500.00,14996.00,15948.00,17321.00,18050.00,18272.00,-1
1,5:00,14438.00,0,-9999999,568,3578,5015,13,1941.00,-3,-3,-3,-2,-2,0,0.7088,0.9069,1396,0.092,14996.00,15948.00,17321.00,18050.00,18272.00,18006.00,-1
1,6:00,15037.00,0,-9999999,559,3548,5005,13,1883.00,-3,-3,-2,-2,-2,0.01,0.7036,0.9287,1196,0.092,15948.00,17321.00,18050.00,18272.00,18006.00,18039.00,-1
1,7:00,16399.00,0,-9999999,520,4102,5010,21,1528.00,-3,-2,-2,-2,-1,0.01,0.6379,0.0947,503,0.085,17321.00,18050.00,18272.00,18006.00,18039.00,18281.00,-1
1,8:00,17784.00,1,-9999999,518,4680,5010,27,1193.00,-2,-2,-2,-1,-1,0.03,0.6353,1.2456,102,0.085,18050.00,18272.00,18006.00,18039.00,18281.00,18217.00,-1
1,9:00,18227.00,3,-9999999,515,4719,5010,26,1054.00,-2,-2,-1,-1,0,0.05,0.65,1.257,683,0.085,18272.00,18006.00,18039.00,18281.00,18217.00,18251.00,-1
1,10:00,18469.00,12,-9999999,484,4823,5015,24,863.00,-2,-1,-1,0,1,0.17,0.6237,1.2797,390,0.085,18006.00,18039.00,18281.00,18217.00,18251.00,18278.00,-1
1,11:00,18491.00,17,-9999999,712,4912,5015,24,773.00,-1,-1,0,1,1,0.25,0.8428,1.3104,781,0.092,18039.00,18281.00,18217.00,18251.00,18278.00,18856.00,-1
1,12:00,18330.00,32,-9999999,1067,4402,5010,25,806.00,-1,0,1,1,1,0.43,1.271,1.1904,619,0.092,18281.00,18217.00,18251.00,18278.00,18856.00,19416.00,-1
1,13:00,18153.00,46,-9999999,1354,4347,5005,26,798.00,0,1,1,1,0,0.52,1.6804,11605,1277,0.092,18217.00,18251.00,18278.00,18856.00,19416.00,19698.00,-1
1,14:00,18017.00,67,-9999999,1302,4172,5005,26,287.00,1,1,1,0,-1,0.76,1.6302,1.0987,1360,0.092,18251.00,18278.00,18856.00,19416.00,19698.00,19530.00,-1
1,15:00,17875.00,44,-9999999,1356,4017,5010,26,185.00,1,1,0,-1,-1,0.51,1.607,1.0756,89021,1.345,18278.00,18856.00,19416.00,19698.00,19530.00,19258.00,-1
1,16:00,17989.00,23,-9999999,1281,4384,5010,26,438.00,1,0,-1,-1,-1,0.19,1.5052,1.1534,5328,0.533,18856.00,19416.00,19698.00,19530.00,19258.00,18896.00,-1
1,17:00,18896.00,2,-9999999,1189,4728,5020,26,730.00,0,-1,-1,-1,-2,0,1.3324,1.2693,1258,0.092,19416.00,19698.00,19530.00,19258.00,18896.00,18437.00,-1
1,18:00,19632.00,0,-9999999,1421,5018,5010,27,828.00,-1,-1,-1,-2,-3,0,1.688,1.3539,1198,0.092,19698.00,19530.00,19258.00,18896.00,18437.00,17378.00,-1
1,19:00,19235.00,0,-9999999,1806,5023,5015,22,1098.00,-1,-1,-2,-3,-3,0,2.307,1.3395,1005,0.092,19530.00,19258.00,18896.00,18437.00,17378.00,16281.00,-1
1,20:00,18977.00,0,-9999999,2281,4538,5010,26,1531.00,-1,-2,-3,-3,-3,0,2.793,1.213,1031,0.092,19258.00,18896.00,18437.00,17378.00,16281.00,15987.00,-1
1,21:00,18759.00,0,-9999999,2567,4208,5010,26,1733.00,-2,-3,-3,-3,-3,0,3.124,1.1412,647,0.092,18896.00,18437.00,17378.00,16281.00,15987.00,15228.00,-1
,,,,,, ,,,,,,,,,,,,,,,,,,,,
