0,21:00,17915.00,5,10679,665,5000,1100,65,401.00,0.00,5735.00,450.00,49,45.92,0.065,0.02880,0.03620,-1,,,,,,,,
0,22:00,16139.00,0,10678,670,5700,1100,65,-359.00,0.00,6435.00,332.00,691,41.23,0.065,0.02883,0.03617,-1,,,,,,,,
0,23:00,14812.00,0,10633,698,4600,1100,50,-226.00,0.00,5348.00,313.00,539,36.91,0.065,0.02883,0.03617,-1,,,,,,,,
1,0:00,14812.00,0,-9999999,740,4500,1100,50,238.00,27,26,26,26,26,0,0.9,1.18,1325,0.093,16845.00,16576.00,16059.00,15794.00,16040.00,16333.00,-1
1,1:00,14163.00,0,-9999999,725,4350,1100,50,394.00,26,26,26,26,24,0,1,1.18,1005,0.093,16576.00,16059.00,15794.00,16040.00,16333.00,16347.00,-1
1,2:00,13386.00,0,-9999999,760,4350,1100,50,472.00,26,26,26,24,24,0,1.14,1.22,923,0.093,16059.00,15794.00,16040.00,16333.00,16347.00,17030.00,-1
1,3:00,13023.00,0,-9999999,893,4500,1100,50,394.00,26,26,24,24,25,0,1.1,1.22,721,0.093,15794.00,16040.00,16333.00,16347.00,17030.00,18386.00,-1
1,4:00,13080.00,0,-9999999,887,4500,1100,50,572.00,26,24,24,25,26,0.011,1.3,1.2,912,0.093,16040.00,16333.00,16347.00,17030.00,18386.00,19109.00,-1
1,5:00,13293.00,1,-9999999,972,4430,1100,85,392.00,24,24,25,26,28,0.05,0.78,1.17,832,0.092,16333.00,16347.00,17030.00,18386.00,19109.00,19644.00,-1
1,6:00,13956.00,5,-9999999,604,4300,2300,85,472.00,24,25,26,28,30,0.056,0.58,1.25,945,0.092,16347.00,17030.00,18386.00,19109.00,19644.00,20195.00,-1
1,7:00,15342.00,47,-9999999,450,4620,2300,85,483.00,25,26,28,30,31,1.45,0.54,1.27,1002,0.092,17030.00,18386.00,19109.00,19644.00,20195.00,20868.00,-1
1,8:00,15342.00,122,-9999999,419,4700,2300,90,947.00,26,28,30,31,32,1.7,0.48,1.26,1226,0.092,18386.00,19109.00,19644.00,20195.00,20868.00,21202.00,-1
1,9:00,16607.00,142,-9999999,367,4650,2300,90,823.00,28,30,31,32,33,2.06,0.41,1.26,1196,0.092,19109.00,19644.00,20195.00,20868.00,21202.00,21503.00,-1
1,10:00,17312.00,178,-9999999,320,4600,2300,120,747.00,30,31,32,33,33,2.2,0.4,1.23,833,0.094,19644.00,20195.00,20868.00,21202.00,21503.00,21749.00,-1
1,11:00,18013.00,182,-9999999,330,4555,2300,125,563.00,31,32,33,33,34,2,0.41,1.16,842,0.094,20195.00,20868.00,21202.00,21503.00,21749.00,22052.00,-1
1,12:00,18569.00,163,-9999999,323,4290,2300,130,483.00,32,33,33,34,34,2.11,0.55,1.14,683,0.094,20868.00,21202.00,21503.00,21749.00,22052.00,21752.00,-1
1,13:00,19082.00,185,-9999999,423,4200,2300,155,492.00,33,33,34,34,34,2.13,0.5,1.11,390,0.094,21202.00,21503.00,21749.00,22052.00,21752.00,21573.00,-1
1,14:00,19442.00,187,-9999999,386,4100,2300,160,481.00,33,34,34,34,33,2.25,0.53,1.11,781,0.094,21503.00,21749.00,22052.00,21752.00,21573.00,21537.00,-1
1,15:00,19752.00,191,-9999999,410,4105,2300,170,473.00,34,34,34,33,33,2.13,0.52,1.06,619,0.092,21749.00,22052.00,21752.00,21573.00,21537.00,21361.00,-1
1,16:00,20339.00,183,-9999999,413,3900,2300,155,493.00,34,34,33,33,33,1.82,0.54,1.06,802,0.092,22052.00,21752.00,21573.00,21537.00,21361.00,20938.00,-1
1,17:00,20716.00,153,-9999999,423,3900,2300,155,734.00,34,33,33,33,32,1.7,0.4,1.06,923,0.092,21752.00,21573.00,21537.00,21361.00,20938.00,20190.00,-1
1,18:00,20660.00,148,-9999999,328,3700,2300,100,923.00,33,33,33,32,31,1.3,0.444,0.99,874,0.092,21573.00,21537.00,21361.00,20938.00,20190.00,18407.00,-1
1,19:00,20371.00,112,-9999999,345,3650,2300,100,832.00,33,33,32,31,30,1.0243,0.45,0.99,1038,0.092,21537.00,21361.00,20938.00,20190.00,18407.00,18112.00,-1
1,20:00,19952.00,87,-9999999,352,3650,2300,100,834.00,33,32,31,30,29,0.35,0.5,0.97,1073,0.092,21361.00,20938.00,20190.00,18407.00,18112.00,17477.00,-1
1,21:00,19656.00,30,-9999999,378,3600,2300,100,854.00,32,31,30,29,26,0,0.48,0.99,1005,0.092,20938.00,20190.00,18407.00,18112.00,17477.00,17008.00,-1
1,22:00,18546.00,0,-9999999,364,3650,2300,100,649.00,31,30,29,26,26,0,0.45,1,1132,0.088,20190.00,18407.00,18112.00,17477.00,17008.00,16398.00,-1
1,23:00,16879.00,0,-9999999,350,3700,2300,100,493.00,30,29,26,26,25,0,0.5,1,1081,0.088,18407.00,18112.00,17477.00,17008.00,16398.00,16198.00,-1
1,0:00,15726.00,0,-9999999,387,3700,2300,100,433.00,29,26,26,25,23,0,0.55,1,787,0.088,18112.00,17477.00,17008.00,16398.00,16198.00,15952.00,-1
