0,8:00,19906.00,0,11678,2696,4745,549,29,209.00,0.00,7990.00,230.00,21,45.92,0.065,0.02552,0.039,-1,,,,,,,,
0,9:00,20287.00,4,11683,2904,4756,923,22,-5.00,0.00,7686.00,350.00,355,41.23,0.065,0.02551,0.039,-1,,,,,,,,
0,10:00,20204.00,36,11683,2734,4175,1131,22,423.00,0.00,6967.00,473.00,50,36.91,0.065,0.02472,0.040,-1,,,,,,,,
1,11:00,19991.00,102,-9999999,2950,4200,2300,25,268.00,0.4,0.8,1.2,-0.2,-0.7,1.133,3.9,1.117,1325,0.093,20985.00,20873.00,20641.00,20517.00,20793.00,21068.00,-1
1,12:00,19999.00,97,-9999999,3085,4100,2300,25,341.00,0.8,1.2,-0.2,-0.7,-2.4,1.086,4,1,1005,0.093,20873.00,20641.00,20517.00,20793.00,21068.00,21692.00,-1
1,13:00,19865.00,93,-9999999,3164,4000,2300,25,113.00,1.2,-0.2,-0.7,-2.4,-3.4,0.934,4,1.02,923,0.093,20641.00,20517.00,20793.00,21068.00,21692.00,21907.00,-1
1,14:00,19838.00,80,-9999999,3167,4000,2300,25,205.00,-0.2,-0.7,-2.4,-3.4,-4.5,0.677,3.8,1.13,721,0.093,20517.00,20793.00,21068.00,21692.00,21907.00,22034.00,-1
1,15:00,19843.00,58,-9999999,3024,4000,2300,40,223.00,-0.7,-2.4,-3.4,-4.5,-5.5,0.561,3.8,1.22,912,0.093,20793.00,21068.00,21692.00,21907.00,22034.00,21987.00,-1
1,16:00,20105.00,48,-9999999,3065,4100,2300,90,210.00,-2.4,-3.4,-4.5,-5.5,-5.7,0.245,4.3,1.16,832,0.092,21068.00,21692.00,21907.00,22034.00,21987.00,21749.00,-1
1,17:00,20758.00,21,-9999999,3415,4300,2300,90,316.00,-3.4,-4.5,-5.5,-5.7,-7.5,0,4.6,1.3,945,0.092,21692.00,21907.00,22034.00,21987.00,21749.00,21166.00,-1
